trade_date,next_trade_date,strategy_return,benchmark_return,excess_return,strategy_nav,benchmark_nav,excess_nav,selected_count,date_security_count,cash_weight,benchmark_source,selected_codes,portfolio_value,cash,invested_value,buy_turnover,sell_turnover,commission,dividend_cash,defensive_state,effective_target_exposure,experiment_layer
2021-06-04,,0.0,0.005135777473745495,-0.005135777473745495,1.0,1.043697837632777,0.9558162335297978,0,83,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-07,,0.0,-0.0008803016879074255,0.0008803016879074255,1.0,1.0427790686646436,0.9566576401735035,0,83,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-08,,0.0,-0.00862318881770796,0.00862318881770796,1.0,1.0337869878603947,0.9649070796386225,0,83,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-09,,0.0,0.0008275804071771198,-0.0008275804071771198,1.0,1.0346425297167425,0.9641085414447671,0,83,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-10,,0.0,0.00668773692100566,-0.00668773692100566,1.0,1.041561946762772,0.95766083715629,0,83,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-11,,0.0,-0.008872287995568717,0.008872287995568717,1.0,1.0323209092058674,0.9661574799056181,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-15,,0.0,-0.01112791165042959,0.01112791165042959,1.0,1.0208333333333333,0.9769087949824093,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-16,,0.0,-0.01665905360626807,0.01665905360626807,1.0,1.003827216110268,0.993183170966456,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-17,,0.0,0.004212192131074044,-0.004212192131074044,1.0,1.0080555292109257,0.988999692628996,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-18,,0.0,0.00011368336048023231,-0.00011368336048023231,1.0,1.0081701283510371,0.988887259820424,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-21,,0.0,-0.0023674808475110387,0.0023674808475110387,1.0,1.0057833048811333,0.9912284314683967,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-22,,0.0,0.006241172090939884,-0.006241172090939884,1.0,1.0120605715730908,0.98504200424617,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-23,,0.0,0.004925656363721664,-0.004925656363721664,1.0,1.0170456341679317,0.9801900258294217,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-24,,0.0,0.001666864177767735,-0.001666864177767735,1.0,1.0187409111026813,0.9785561821879615,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-25,,0.0,0.016291793784680708,-0.016291793784680708,1.0,1.035338027946384,0.9626137466610307,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-28,,0.0,0.002250012881753083,-0.002250012881753083,1.0,1.0376675518462322,0.9604478533308908,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-29,,0.0,-0.011657044495559599,0.011657044495559599,1.0,1.0255714150227622,0.9716438366928338,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-30,,0.0,0.006454049097011083,-0.006454049097011083,1.0,1.0321905032878103,0.9653727996660101,0,84,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-01,,-0.02708378340000006,0.0010757957442897315,-0.028159579144289792,0.9729162165999999,1.0333009294385436,0.9381883079100705,10,84,0.010715431012582322,000300.XSHG,600854.XSHG;601956.XSHG;003023.XSHE;600336.XSHG;002418.XSHE;002543.XSHE;603578.XSHG;000333.XSHE;300475.XSHE;002429.XSHE,1945832.4331999999,20850.433199999796,1924982.0,1978556.0,0.0,593.5667999999998,0.0,risk_on,0.995,engineering_smoke_test
2021-07-02,,-0.0140037752146972,-0.028403376127702384,0.014399600913005184,0.9592917165999999,1.003951694486596,0.9516978451252232,0,84,0.010867618702004226,000300.XSHG,,1918583.4331999999,20850.433199999796,1897733.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-05,,0.01092524809569495,0.0009190887048524665,0.010006159390842484,0.9697722166,1.0048744151492162,0.9612206854554675,0,84,0.010750170423061282,000300.XSHG,,1939544.4331999999,20850.433199999796,1918694.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-06,,0.0018617774041105317,-0.000528924709828682,0.0023907021139392137,0.9715777166,1.004342912240769,0.9635186777801479,0,84,0.010730193191834983,000300.XSHG,,1943155.4331999999,20850.433199999796,1922305.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-07,,0.015214428807331037,0.011290354311345396,0.003924074495985641,0.9863597166,1.0156822995700558,0.9672995968500308,0,84,0.010569386020686055,000300.XSHG,,1972719.4331999999,20850.433199999796,1951869.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-08,,-0.007296526691913385,-0.010160509990292721,0.0028639832983793356,0.9791627166,1.0053624494183109,0.9700699267399382,0,84,0.01064707267061796,000300.XSHG,,1958325.4331999999,20850.433199999796,1937475.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-09,,-0.003615333733592463,-0.0036987103646434205,8.33766310509576e-05,0.9756227166,1.001643904906424,0.9701508079023136,0,84,0.010685705060590732,000300.XSHG,,1951245.4331999999,20850.433199999796,1930395.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-12,,0.0050408830343138256,0.012480668476202661,-0.007439785441888835,0.9805407166000001,1.0141450904147702,0.9629330940452452,0,84,0.010632109838486944,000300.XSHG,,1961081.4331999999,20850.433199999796,1940231.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-13,,0.00975482184275478,0.001829442925861846,0.007925378916892933,0.9901057166000002,1.016000410976227,0.9705647036871698,0,84,0.010529397442325502,000300.XSHG,,1980211.4331999999,20850.433199999796,1959361.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-14,,-0.011531091891081813,-0.011477800898465729,-5.3290992616084054e-05,0.9786887166000002,1.0043389605462825,0.9705129813307122,0,84,0.010652229276963035,000300.XSHG,,1957377.4331999999,20850.433199999796,1936527.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-15,,-0.011939444893769857,0.013452473697049827,-0.025391918590819684,0.9670037166000002,1.0178498039959536,0.945869794717429,0,85,0.010780947809233993,000300.XSHG,,1934007.4331999999,20850.433199999796,1913157.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-16,,-0.0053453775939706905,-0.011004647226223185,0.005659269632252495,0.9618347166000002,1.0066487259736978,0.9512227269227383,0,85,0.010838885746245582,000300.XSHG,,1923669.4331999999,20850.433199999796,1902819.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-19,,-0.002415695711435073,0.003674356251606836,-0.006090051963041909,0.9595112166000002,1.0103475120131513,0.9454297310873524,0,85,0.010865132600472718,000300.XSHG,,1919022.4331999999,20850.433199999796,1898172.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-20,,0.011388611004174987,-0.0008800251882764565,0.012268636192451443,0.9704387166000003,1.0094583807536672,0.9570288645035903,0,86,0.010742787176222086,000300.XSHG,,1940877.4331999999,20850.433199999796,1920027.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-21,,0.013064194351620984,0.006860455784802877,0.006203738566818107,0.9831167166000003,1.0163837253414265,0.9629660213798693,0,86,0.010604251177880844,000300.XSHG,,1966233.4331999999,20850.433199999796,1945383.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-22,,0.010677267330274631,0.0014988219376210754,0.009178445392653556,0.9936137166000004,1.0179071035660092,0.9718045524220853,0,86,0.010492222908992698,000300.XSHG,,1987227.4331999999,20850.433199999796,1966377.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-23,,-0.018791507894930337,-0.012135682049788987,-0.00665582584514135,0.9749422166000005,1.0055541066009106,0.9653363905656484,0,86,0.010693163576767303,000300.XSHG,,1949884.4331999999,20850.433199999796,1929034.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-26,,-0.00556320149815126,-0.03221115964497567,0.026647958146824413,0.9695184166000005,0.9731640427415278,0.9910606342990483,0,86,0.01248085275412797,000300.XSHG,,1939036.8331999998,24200.833199999797,1914836.0,0.0,0.0,0.0,3350.4,risk_on,0.995,engineering_smoke_test
2021-07-27,,-0.01774747101797347,-0.035325766958357874,0.017578295940384403,0.9523119166000005,0.9387862765553872,1.0084817914236222,0,86,0.01270635848304988,000300.XSHG,,1904623.8331999998,24200.833199999797,1880423.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-28,,-0.006070490035071319,0.0019299940437478291,-0.008000484078819148,0.9465309166000005,0.9405981284774912,1.0004134489075585,0,86,0.012783963405511757,000300.XSHG,,1893061.8331999998,24200.833199999797,1868861.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-29,,0.005791147340109992,0.018861543373777545,-0.013070396033667553,0.9520124166000005,0.9583392608750634,0.9873376489329294,0,86,0.012710355861969858,000300.XSHG,,1904024.8331999998,24200.833199999797,1879824.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-30,,-0.015457781582887797,-0.008061406890750522,-0.007396374692137275,0.9372964166000005,0.9506136981537684,0.9800349297337676,0,86,0.012909914500573478,000300.XSHG,,1874592.8331999998,24200.833199999797,1850392.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-02,,0.02033454909508503,0.025476131585456363,-0.0051415824903713325,0.9563559166000005,0.9748316578148711,0.9749959992990962,0,86,0.012652628995090906,000300.XSHG,,1912711.8331999998,24200.833199999797,1888511.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-03,,0.009500124213483563,0.00014593391625838947,0.009354190297225173,0.9654414166000005,0.9749739188163887,0.9841162974155732,0,86,0.012533558631256984,000300.XSHG,,1930882.8331999998,24200.833199999797,1906682.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-04,,0.005397013128305428,0.008995918499693945,-0.0035989053713885166,0.9706519166000005,0.9837447047293881,0.9805745559867333,0,86,0.012466277965416526,000300.XSHG,,1941303.8331999998,24200.833199999797,1917103.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-05,,-0.001233706933989942,-0.006061640740331664,0.004827933806341722,0.9694544166000004,0.9777815977491149,0.9853087050352202,0,86,0.012481676696504825,000300.XSHG,,1938908.8331999998,24200.833199999797,1914708.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
