trade_date,order_health_status,selected_count,selected_codes,executed_order_count,buy_order_count,sell_order_count,skipped_order_count,buy_skipped_count,sell_skipped_count,buy_turnover,sell_turnover,holding_count_after_rebalance,cash_weight_after_rebalance,portfolio_value_after_rebalance,diagnosis
2023-10-09,normal_ordered,28,000407.XSHE;000421.XSHE;000429.XSHE;000582.XSHE;000755.XSHE;000900.XSHE;002807.XSHE;003816.XSHE;600017.XSHG;600020.XSHG;600033.XSHG;600035.XSHG;600377.XSHG;600396.XSHG;600617.XSHG;600717.XSHG;600908.XSHG;600969.XSHG;601006.XSHG;601008.XSHG;601018.XSHG;601077.XSHG;601166.XSHG;601229.XSHG;601825.XSHG;601880.XSHG;601985.XSHG;603323.XSHG,38,18,20,0,0,0,515922.0,984442.0,28,0.18449500404227745,2828149.4429,At least one order executed and holdings exist after rebalance.
2024-01-02,normal_ordered,28,000027.XSHE;000429.XSHE;000582.XSHE;000692.XSHE;000791.XSHE;000900.XSHE;000905.XSHE;002039.XSHE;002807.XSHE;600017.XSHG;600020.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600617.XSHG;600717.XSHG;600795.XSHG;601006.XSHG;601018.XSHG;601077.XSHG;601169.XSHG;601228.XSHG;601229.XSHG;601398.XSHG;601825.XSHG;601991.XSHG;603323.XSHG,35,20,15,0,0,0,555204.0,1108298.0,28,0.20535656923178797,2800351.5965,At least one order executed and holdings exist after rebalance.
2024-04-01,normal_ordered,28,000027.XSHE;000429.XSHE;000690.XSHE;000692.XSHE;000900.XSHE;002807.XSHE;600000.XSHG;600017.XSHG;600018.XSHG;600020.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600578.XSHG;600717.XSHG;600795.XSHG;600803.XSHG;600886.XSHG;601006.XSHG;601077.XSHG;601187.XSHG;601229.XSHG;601298.XSHG;601398.XSHG;601816.XSHG;601880.XSHG;603323.XSHG,37,17,20,0,0,0,558296.0,1089594.0,28,0.18554024038272154,2977862.284,At least one order executed and holdings exist after rebalance.
2024-07-01,normal_ordered,28,000027.XSHE;000429.XSHE;000539.XSHE;000883.XSHE;000900.XSHE;002807.XSHE;600000.XSHG;600011.XSHG;600017.XSHG;600018.XSHG;600020.XSHG;600021.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600717.XSHG;600795.XSHG;600908.XSHG;601008.XSHG;601018.XSHG;601077.XSHG;601169.XSHG;601326.XSHG;601398.XSHG;601816.XSHG;601939.XSHG;601991.XSHG,38,21,17,0,0,0,659472.0,1257148.0,28,0.2092986363449658,3229664.3428,At least one order executed and holdings exist after rebalance.
2024-10-08,normal_ordered,28,000027.XSHE;000429.XSHE;000539.XSHE;000601.XSHE;000828.XSHE;000905.XSHE;002807.XSHE;600017.XSHG;600020.XSHG;600021.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600681.XSHG;600717.XSHG;600795.XSHG;600803.XSHG;600908.XSHG;601018.XSHG;601077.XSHG;601166.XSHG;601326.XSHG;601398.XSHG;601816.XSHG;601818.XSHG;601880.XSHG;601988.XSHG,34,14,20,2,2,0,557524.0,1196672.0,27,0.19791588754164738,3530423.9992000004,At least one order executed and holdings exist after rebalance.
2025-01-02,normal_ordered,28,000429.XSHE;000539.XSHE;000828.XSHE;000900.XSHE;000905.XSHE;002039.XSHE;002807.XSHE;002966.XSHE;600017.XSHG;600020.XSHG;600033.XSHG;600035.XSHG;600098.XSHG;600377.XSHG;600717.XSHG;600744.XSHG;600795.XSHG;600908.XSHG;600969.XSHG;601006.XSHG;601018.XSHG;601228.XSHG;601326.XSHG;601528.XSHG;601818.XSHG;601825.XSHG;601991.XSHG;601997.XSHG,40,22,18,0,0,0,800193.0,1572719.0,28,0.2305198368607886,3490349.8864,At least one order executed and holdings exist after rebalance.
2025-04-01,normal_ordered,28,000407.XSHE;000543.XSHE;000791.XSHE;000828.XSHE;000900.XSHE;000905.XSHE;002039.XSHE;002807.XSHE;002966.XSHE;600017.XSHG;600020.XSHG;600033.XSHG;600035.XSHG;600098.XSHG;600350.XSHG;600377.XSHG;600578.XSHG;600717.XSHG;600803.XSHG;600908.XSHG;601006.XSHG;601008.XSHG;601018.XSHG;601228.XSHG;601398.XSHG;601825.XSHG;601988.XSHG;601997.XSHG,37,23,14,0,0,0,588389.0,1164516.0,28,0.16888605104597704,3587548.9802,At least one order executed and holdings exist after rebalance.
2025-07-01,normal_ordered,28,000001.XSHE;000027.XSHE;000429.XSHE;000543.XSHE;000900.XSHE;001213.XSHE;002807.XSHE;600011.XSHG;600018.XSHG;600020.XSHG;600021.XSHG;600027.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600717.XSHG;600795.XSHG;600908.XSHG;601009.XSHG;601018.XSHG;601228.XSHG;601326.XSHG;601333.XSHG;601398.XSHG;601939.XSHG;601991.XSHG;601997.XSHG,41,22,19,0,0,0,992938.0,1937841.0,28,0.26584044836089876,3840631.0913,At least one order executed and holdings exist after rebalance.
2025-10-09,normal_ordered,28,000001.XSHE;000421.XSHE;000755.XSHE;000828.XSHE;001872.XSHE;002807.XSHE;002839.XSHE;600011.XSHG;600017.XSHG;600020.XSHG;600027.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600717.XSHG;600795.XSHG;600803.XSHG;600908.XSHG;601018.XSHG;601139.XSHG;601326.XSHG;601333.XSHG;601398.XSHG;601528.XSHG;601880.XSHG;601997.XSHG;603689.XSHG,38,25,13,0,0,0,845890.0,1645805.0,28,0.22227596775105302,3918692.0728,At least one order executed and holdings exist after rebalance.
2026-01-05,normal_ordered,28,000001.XSHE;000027.XSHE;000543.XSHE;000548.XSHE;000755.XSHE;000828.XSHE;001872.XSHE;002039.XSHE;002839.XSHE;600011.XSHG;600017.XSHG;600018.XSHG;600020.XSHG;600027.XSHG;600033.XSHG;600035.XSHG;600377.XSHG;600717.XSHG;600795.XSHG;600908.XSHG;601000.XSHG;601006.XSHG;601298.XSHG;601528.XSHG;601860.XSHG;601991.XSHG;601997.XSHG;603323.XSHG,38,22,16,0,0,0,811519.0,1582580.0,28,0.20555199795616624,3987950.1136000003,At least one order executed and holdings exist after rebalance.
2026-04-01,normal_ordered,28,000001.XSHE;000027.XSHE;000543.XSHE;000828.XSHE;001872.XSHE;002039.XSHE;600012.XSHG;600017.XSHG;600020.XSHG;600023.XSHG;600033.XSHG;600035.XSHG;600350.XSHG;600377.XSHG;600642.XSHG;600717.XSHG;600886.XSHG;600908.XSHG;601006.XSHG;601128.XSHG;601139.XSHG;601169.XSHG;601333.XSHG;601528.XSHG;601816.XSHG;601880.XSHG;601997.XSHG;603323.XSHG,38,20,18,0,0,0,816754.0,1617255.0,28,0.20689853857982812,4011842.3112,At least one order executed and holdings exist after rebalance.
